,Application Number,Principal Approve Amount,Principal Amount,Repayment Tenor Month Number,Gender,DOB,Occupation Description,Total Income Amount (Month),Collateral Type Code,Vehicle Brand,Vehicle Model,Vehicle Release Year,Vehicle Sub Model,Evaluation Amount,System CAR Code (Daily),System CAR Code Date,Final CAR Code Previous Month,DPD,Application Status,age,Vehicle Age,is_npl
19637,25650928REUC00115,250000.0,250000.0,60,M,1992-01-12,STREET VENDOR,30000.0,CAR,HONDA,CIVIC,2012,AY,381500,S1,2022-09-28,S1,PL,APPLICATION_COMPLETED,31,11,0
19699,25650928ULMB00145,27000.0,26211.84,36,M,1991-05-06,อื่นๆ,13000.0,MC,YAMAHA,QBIX 125 ABS,2017,BO,36000,S1,2022-09-28,S1,PL,APPLICATION_COMPLETED,32,6,0
19711,25650928ULCR00124,174500.0,174500.0,60,M,1973-05-05,อื่นๆ,17000.0,PU,ISUZU,D-MAX,2005,CE,217000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,50,18,0
19712,25650928REUM00068,23000.0,22974.78,24,F,1995-10-26,พนักงานบริษัท,12000.0,MC,YAMAHA,FINO 125,2015,BE,31500,S1,2022-09-28,S1,PL,APPLICATION_COMPLETED,28,8,0
19739,25650928ULMB00022,21000.0,18044.35,12,F,1980-02-22,เกษตรกร,15000.0,MC,HONDA,MOOVE 110I,2016,BE,29000,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,43,7,0
19742,25650928ULMB00122,26000.0,25013.24,24,F,1978-06-14,STREET VENDOR,35000.0,MC,YAMAHA,QBIX 125 S,2017,CU,34500,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,45,6,0
19773,25650929ULMB00022,15800.0,15323.86,36,F,1971-03-15,STREET VENDOR,9000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,52,12,0
19801,25650929ULMB00023,18500.0,18500.0,24,M,1980-02-22,อื่นๆ,13000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,43,11,0
19815,25650929REUM00011,23000.0,22283.83,36,F,1990-02-13,อื่นๆ,8400.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,33,10,0
19830,25650929ULMB00059,7600.0,6528.54,12,F,1984-05-29,STREET VENDOR,15000.0,MC,HONDA,WAVE 125,2006,AL,25500,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,39,17,0
19910,25650929ULMB00091,20000.0,20000.0,36,F,1970-06-14,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2020,EF,43000,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,53,3,0
19926,25650929ULMB00105,15000.0,14403.79,18,F,1985-11-08,STREET VENDOR,12000.0,MC,HONDA,WAVE 100,2007,AI,20000,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,38,16,0
19960,25650929ULMB00124,28500.0,28236.26,36,F,1981-11-26,อาจารย์,25000.0,MC,HONDA,WAVE 110 I,2012,BF,38000,S1,2023-01-03,S2,PL,APPLICATION_COMPLETED,42,11,0
19971,25650929ULMB00114,70000.0,70000.0,36,F,1994-03-20,STREET VENDOR,78000.0,MC,HONDA,CRF 250,2017,BF,93000,S2,2022-12-25,S1,PL,APPLICATION_COMPLETED,29,6,0
19990,25650929ULMB00137,17000.0,16614.7,24,M,1975-09-27,STREET VENDOR,15000.0,MC,YAMAHA,FILANO,2012,AA,23500,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,48,11,0
20004,25650929REUM00060,17300.0,16304.26,24,F,1971-01-28,STREET VENDOR,30000.0,MC,HONDA,SCOOPY I,2012,BT,28000,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,52,11,0
20026,25650929ULMB00165,18700.0,18654.05,24,M,1992-05-06,อื่นๆ,20000.0,MC,YAMAHA,FINO (MLEKE),2012,AE,25000,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,31,11,0
20027,25650929ULMB00168,25000.0,23876.26,30,M,2001-07-10,อื่นๆ,13000.09,MC,HONDA,WAVE 110 I,2013,CC,35500,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,22,10,0
20029,25650929REUC00172,179500.0,179500.0,60,F,1967-01-01,เกษตรกร,25000.0,PU,TOYOTA,HILUX VIGO,2010,CN,256500,S1,2023-01-11,S2,PL,APPLICATION_COMPLETED,56,13,0
20030,25650929REUM00033,29300.0,28286.58,36,F,1975-02-08,พนักงานบริษัท,17000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-09-29,S1,PL,APPLICATION_COMPLETED,48,7,0
20058,25650929ULMB00142,20000.0,20000.0,18,M,1997-05-04,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,26,10,0
20070,25650930ULMB00009,13000.0,12913.32,18,F,1977-04-26,อื่นๆ,20200.0,MC,HONDA,CLICK 110I,2009,AC,17500,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,46,14,0
20127,25650930ULMB00039,36500.0,36500.0,36,F,1990-08-02,STREET VENDOR,20000.0,MC,HONDA,PCX 150,2014,CE,48500,S2,2022-12-15,S1,PL,APPLICATION_COMPLETED,33,9,0
20139,25650930ULMB00036,15000.0,15000.0,24,F,1986-04-27,พนักงานบริษัท,12000.0,MC,YAMAHA,FINO 115,2014,AO,20000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,37,9,0
20189,25650930ULMB00030,27000.0,25717.31,12,F,1969-05-20,STREET VENDOR,10000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S1,2022-09-30,S1,PL,APPLICATION_COMPLETED,54,5,0
20240,25650930ULMB00108,27000.0,26101.46,36,F,1977-06-12,STREET VENDOR,30000.0,MC,HONDA,WAVE 110 I,2012,BE,37000,S1,2022-09-30,S1,PL,APPLICATION_COMPLETED,46,11,0
20253,25650930REUM00041,29000.0,28527.19,30,F,1986-09-09,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2016,CI,39000,S1,2022-09-30,S1,PL,APPLICATION_COMPLETED,37,7,0
20286,25650930ULMB00139,26000.0,25215.52,36,M,1987-12-07,อื่นๆ,20000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-09-30,S1,PL,APPLICATION_COMPLETED,36,11,0
20365,25650930REUM00051,27000.0,26085.38,24,F,1995-10-10,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S2,2023-01-12,S1,PL,APPLICATION_COMPLETED,28,9,0
20372,25651001ULMB00044,29200.0,28100.57,36,F,1984-05-03,อื่นๆ,50000.0,MC,HONDA,CLICK 125I,2018,BA,39000,S1,2022-10-01,S1,PL,APPLICATION_COMPLETED,39,5,0
20453,25651001REUC00087,135000.0,135000.0,60,F,1981-04-14,เกษตรกร,15000.0,PU,TOYOTA,HILUX TIGER,2004,BT,193000,S1,2022-10-01,S1,PL,APPLICATION_COMPLETED,42,19,0
20455,25651001ULMB00103,8000.0,8000.0,18,F,1991-01-17,เกษตรกร,7000.0,MC,YAMAHA,SPARK NANO,2011,AE,12000,S2,2022-12-13,S1,PL,APPLICATION_COMPLETED,32,12,0
20548,25651002ULMB00007,18000.0,16809.55,12,F,1987-04-09,พนักงานบริษัท,9000.0,MC,YAMAHA,FINO (MLEKE),2011,AD,24000,S1,2022-10-02,S1,PL,APPLICATION_COMPLETED,36,12,0
20552,25651002REUM00003,28500.0,28423.77,24,F,1972-08-12,เกษตรกร,7000.0,MC,HONDA,WAVE 110 I,2015,CM,38000,S1,2023-01-05,S2,PL,APPLICATION_COMPLETED,51,8,0
20660,25650930REUM00030,34000.0,32891.2,36,M,1986-07-22,เกษตรกร,20000.0,MC,YAMAHA,M-SLAZ 150,2018,BH,45500,S1,2023-01-10,S2,PL,APPLICATION_COMPLETED,37,5,0
20668,25651001REUM00035,15500.0,15115.26,24,F,1987-05-31,STREET VENDOR,35000.0,MC,HONDA,WAVE 110 I,2015,CL,38000,S1,2022-10-03,S1,PL,APPLICATION_COMPLETED,36,8,0
20778,25651003ULMB00037,31500.0,29273.94,36,F,1984-07-20,อื่นๆ,7000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S1,2022-10-03,S1,PL,APPLICATION_COMPLETED,39,5,0
20793,25651003ULMB00044,23400.0,23400.0,36,F,1983-05-02,เกษตรกร,13000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,40,11,0
20855,25651003REUC00111,100000.0,100000.0,42,M,1992-08-05,เกษตรกร,12000.0,PU,ISUZU,D-MAX,2014,CG,479000,S1,2023-01-16,S2,PL,APPLICATION_COMPLETED,31,9,0
20868,25651003ULMB00089,27000.0,27000.0,36,M,1995-05-28,อื่นๆ,18000.0,MC,HONDA,DREAM 110,2015,CC,44000,S1,2022-10-03,S1,PL,APPLICATION_COMPLETED,28,8,0
20927,25651003ULMB00115,28500.0,26144.37,36,M,1963-12-03,ข้าราชการ,7300.0,MC,HONDA,WAVE 110 I,2015,CL,38000,S1,2022-10-03,S1,PL,APPLICATION_COMPLETED,60,8,0
20954,25651003REUM00109,25000.0,24802.77,36,F,1993-04-14,เกษตรกร,18000.0,MC,HONDA,WAVE 110 I,2015,CK,37000,S1,2023-01-10,S2,PL,APPLICATION_COMPLETED,30,8,0
20969,25651003REUM00127,24000.0,23191.45,24,M,1997-05-16,เกษตรกร,10000.0,MC,HONDA,MSX 125,2018,BR,32000,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,26,5,0
20997,25651003REUC00086,225000.0,225000.0,60,F,1969-01-10,STREET VENDOR,20000.0,CAR,NISSAN,SYLPHY,2013,AF,321500,S1,2022-10-03,S1,PL,APPLICATION_COMPLETED,54,10,0
21044,25651003REUM00147,29000.0,28579.87,36,F,1993-04-24,STREET VENDOR,50000.0,MC,HONDA,SCOOPY I,2019,AM,46000,S1,2022-10-03,S1,PL,APPLICATION_COMPLETED,30,4,0
21152,25651003ULCR00232,139000.0,139000.0,60,F,1978-01-12,พนักงานรัฐวิสาหกิจ,26000.0,CAR,HONDA,CITY,2009,AS,214000,S1,2022-10-03,S1,PL,APPLICATION_COMPLETED,45,14,0
21254,25651004ULCR00005,27900.0,27760.58,48,F,1981-09-13,พนักงานบริษัท,15000.0,PU,TOYOTA,HILUX MIGHTY X,1996,BE,98000,S1,2022-10-04,S1,PL,APPLICATION_COMPLETED,42,27,0
21287,25651004REUC00041,120000.0,120000.0,60,F,1993-12-05,STREET VENDOR,40000.0,CAR,MITSUBISHI,ATTRAGE,2014,AB,207500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,30,9,0
21304,25651004REUM00035,11000.0,9874.0,18,F,1972-10-18,อื่นๆ,15000.0,PU,TOYOTA,HILUX VIGO,2011,ES,241500,S1,2023-01-16,S2,PL,APPLICATION_COMPLETED,51,12,0
21368,25651004ULMB00072,16000.0,16000.0,24,F,1994-12-12,อื่นๆ,12600.0,MC,HONDA,CLICK 125I,2011,AZ,22000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,29,12,0
21377,25651004ULCR00068,105000.0,105000.0,60,F,1976-08-07,STREET VENDOR,30000.0,CAR,HONDA,CITY,2005,CY,139500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,47,18,0
21435,25651004ULCR00097,22500.0,22176.41,24,F,1982-11-22,ข้าราชการ,30000.0,CAR,TOYOTA,SOLUNA,1999,EJ,74000,S1,2022-10-04,S1,PL,APPLICATION_COMPLETED,41,24,0
21525,25651004ULMB00103,8600.0,8600.0,36,F,1986-04-07,STREET VENDOR,15000.0,MC,YAMAHA,MIO 115,2008,AK,11500,S1,2022-10-04,S1,PL,APPLICATION_COMPLETED,37,15,0
21577,25651004REUM00015,25500.0,25500.0,36,F,1993-12-02,อื่นๆ,9000.0,MC,YAMAHA,FINN 115I,2017,AH,34000,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,30,6,0
21597,25651004ULMB00165,27000.0,27000.0,30,F,1993-04-17,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2015,CI,37000,S1,2022-10-04,S1,PL,APPLICATION_COMPLETED,30,8,0
21616,25651004ULMB00180,5000.0,4792.95,12,F,1975-06-20,เกษตรกร,16000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-10-04,S1,PL,APPLICATION_COMPLETED,48,11,0
21625,25651004ULMB00186,27000.0,26830.51,36,F,1976-10-30,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-10-04,S1,PL,APPLICATION_COMPLETED,47,11,0
21639,25651004ULMB00196,26000.0,26000.0,36,M,1974-06-05,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2013,CC,35500,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,49,10,0
21665,25651004ULMB00211,22000.0,20065.17,18,F,1974-03-16,อาจารย์,38000.0,MC,HONDA,SCOOPY I,2017,CD,30000,S1,2023-01-04,S2,PL,APPLICATION_COMPLETED,49,6,0
21688,25651004ULMB00206,27000.0,26766.83,30,F,1963-12-10,เกษตรกร,15000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-10-04,S1,PL,APPLICATION_COMPLETED,60,11,0
21754,25651004ULMB00190,20000.0,20000.0,12,M,1983-01-29,อื่นๆ,21000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-10-05,S1,PL,APPLICATION_COMPLETED,40,4,0
21775,25651005ULMB00009,6000.0,5457.53,18,F,1969-06-16,เกษตรกร,30000.0,MC,SUZUKI,SMASH 110,2007,AJ,12000,S1,2022-10-05,S1,PL,APPLICATION_COMPLETED,54,16,0
21782,25651005REUM00010,32000.0,32000.0,36,M,1974-04-11,STREET VENDOR,50000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,49,4,0
21841,25651005ULMB00040,28600.0,28600.0,36,F,1993-06-02,STREET VENDOR,20000.0,MC,HONDA,WAVE 125 I,2009,AX,38000,S1,2022-10-05,S1,PL,APPLICATION_COMPLETED,30,14,0
21965,25651005REUM00036,27000.0,27000.0,36,F,1979-07-18,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2014,CJ,36000,S1,2022-10-05,S1,PL,APPLICATION_COMPLETED,44,9,0
21991,25651005ULCR00102,280000.0,280000.0,60,F,1984-09-30,พนักงานบริษัท,21000.0,PU,TOYOTA,HILUX VIGO,2010,DE,348500,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,39,13,0
22031,25651005REUM00093,29000.0,29000.0,36,M,1993-06-13,อื่นๆ,10000.0,MC,YAMAHA,GRAND FILANO 125,2018,AS,38500,S1,2022-10-05,S1,PL,APPLICATION_COMPLETED,30,5,0
22134,25651005ULMB00168,40000.0,40000.0,36,M,1984-07-03,พนักงานบริษัท,20000.0,MC,HONDA,CLICK 160,2022,CP,57100,S2,2022-12-07,S1,PL,APPLICATION_COMPLETED,39,1,0
22395,25651006ULMB00119,29000.0,29000.0,24,F,1982-05-23,อื่นๆ,11000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,41,7,0
22401,25651006REUM00065,15800.0,15800.0,24,M,1991-12-07,อื่นๆ,13700.0,MC,HONDA,SCOOPY I,2010,AS,23000,S2,2023-01-03,S1,PL,APPLICATION_COMPLETED,32,13,0
22473,25651006ULMB00160,15000.0,13977.18,24,M,1988-07-17,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2010,AG,20000,S1,2022-10-06,S1,PL,APPLICATION_COMPLETED,35,13,0
22476,25651006ULMB00154,14000.0,13579.05,24,F,1983-03-22,เกษตรกร,12000.0,MC,SUZUKI,SHOGUN 125,2011,AH,20000,S1,2022-10-06,S1,PL,APPLICATION_COMPLETED,40,12,0
22600,25651007ULMB00010,9000.0,8336.66,12,F,1990-05-30,พนักงานบริษัท,17000.0,MC,STALLION,CENTAUR 150,2016,AA,30000,S1,2022-10-07,S1,PL,APPLICATION_COMPLETED,33,7,0
22647,25651007REUM00016,15000.0,13547.98,18,F,1966-09-15,STREET VENDOR,7000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-10-07,S1,PL,APPLICATION_COMPLETED,57,10,0
22674,25651007ULMB00048,18000.0,18000.0,36,M,1984-04-17,อื่นๆ,15000.0,MC,HONDA,CLICK 125I,2013,AI,24500,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,39,10,0
22755,25651007REUM00054,29000.0,28976.0,24,M,1996-07-16,พนักงานบริษัท,9500.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2023-01-14,S2,PL,APPLICATION_COMPLETED,27,4,0
22757,25651007REUM00056,13000.0,12805.69,18,M,1978-03-16,เกษตรกร,15000.0,CAR,TOYOTA,VIOS,2013,DU,290000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,45,10,0
22795,25651007REUM00009,23400.0,23073.44,36,F,1962-01-14,เกษตรกร,15000.0,MC,HONDA,DREAM 125,2009,AL,31000,S1,2022-10-07,S1,PL,APPLICATION_COMPLETED,61,14,0
22881,25651007REUM00094,32000.0,31060.61,36,F,1994-06-06,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2019,DS,43000,S1,2022-10-07,S1,PL,APPLICATION_COMPLETED,29,4,0
22913,25651007REUM00108,24000.0,23767.51,24,F,1997-03-08,พนักงานบริษัท,10000.0,MC,HONDA,SCOOPY I,2017,CA,32000,S1,2022-10-07,S1,PL,APPLICATION_COMPLETED,26,6,0
22924,25651007ULMB00178,16000.0,15200.91,18,F,1995-05-09,พนักงานบริษัท,30000.0,MC,HONDA,SCOOPY I,2013,AT,22500,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,28,10,0
22992,25651008ULMB00028,27000.0,25120.01,12,M,1975-12-22,อาจารย์,25000.0,MC,HONDA,SUPER CUB 110,2018,CA,36500,S1,2022-10-08,S1,PL,APPLICATION_COMPLETED,48,5,0
23011,25651008ULMB00032,27000.0,26933.23,24,F,1999-01-16,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 110 I,2014,CI,36000,S1,2022-10-08,S1,PL,APPLICATION_COMPLETED,24,9,0
23014,25651008ULMB00050,30000.0,29024.44,24,M,1982-06-27,พนักงานบริษัท,25000.0,MC,HONDA,WAVE 110 I,2017,CR,40000,S1,2022-10-08,S1,PL,APPLICATION_COMPLETED,41,6,0
23050,25651008ULMB00060,10500.0,10448.86,12,F,1993-11-09,อื่นๆ,13000.0,MC,YAMAHA,NOUVO 135,2010,AF,14000,S1,2022-10-08,S1,PL,APPLICATION_COMPLETED,30,13,0
23051,25651008REUM00015,27000.0,26555.56,36,M,1963-01-01,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2012,BC,36000,S1,2022-10-08,S1,PL,APPLICATION_COMPLETED,60,11,0
23096,25651008ULMB00031,17500.0,17500.0,24,F,1987-10-23,STREET VENDOR,30000.0,MC,YAMAHA,FINO (MLEKE),2010,AL,23500,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,36,13,0
23138,25651008ULMB00127,18000.0,17949.62,36,F,1984-12-25,พนักงานบริษัท,17500.0,MC,HONDA,SCOOPY I,2013,BG,24000,S1,2022-10-08,S1,PL,APPLICATION_COMPLETED,39,10,0
23359,25651010REUM00013,27000.0,25974.74,24,M,1975-10-02,STREET VENDOR,30000.0,MC,YAMAHA,M-SLAZ 150,2016,AR,37000,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,48,7,0
23465,25651010REUM00010,29000.0,28713.38,36,M,1977-11-30,STREET VENDOR,25000.0,MC,YAMAHA,FINN 115I,2022,AE,38500,S1,2022-10-10,S1,PL,APPLICATION_COMPLETED,46,1,0
23499,25651010ULMB00111,21500.0,21446.97,18,M,1993-05-29,พนักงานรัฐวิสาหกิจ,13000.0,MC,HONDA,SUPER CUB 110,2017,CC,28500,S1,2022-10-10,S1,PL,APPLICATION_COMPLETED,30,6,0
23560,25651010ULMB00161,26000.0,26000.0,36,F,1983-03-03,พนักงานบริษัท,15000.0,MC,HONDA,WAVE 110 I,2014,CH,35000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,40,9,0
23704,25651010ULMB00240,10000.0,8512.97,12,M,1973-01-10,อื่นๆ,15000.0,MC,HONDA,WAVE 110 I,2017,CT,41000,S1,2022-10-10,S1,PL,APPLICATION_COMPLETED,50,6,0
23860,25651011ULMB00010,30000.0,29874.07,36,F,1989-07-25,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 110 I,2020,EE,43000,S1,2022-10-11,S1,PL,APPLICATION_COMPLETED,34,3,0
23982,25651011ULMB00062,29000.0,29000.0,24,M,1993-07-27,อื่นๆ,25000.0,MC,HONDA,WAVE 110 I,2019,DO,42000,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,30,4,0
24059,25651011ULCR00111,114700.0,114700.0,60,M,1978-11-30,พนักงานบริษัท,45000.0,CAR,TOYOTA,VIOS,2007,DM,176500,S2,2022-12-19,S1,PL,APPLICATION_COMPLETED,45,16,0
24101,25651011REUC00160,173000.0,173000.0,60,F,1975-12-11,ข้าราชการ,21020.0,PU,ISUZU,D-MAX,2006,CM,247500,S1,2022-10-11,S1,PL,APPLICATION_COMPLETED,48,17,0
24128,25651011ULMB00107,26000.0,26000.0,36,F,1983-12-08,อื่นๆ,13000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S2,2023-01-14,S1,PL,APPLICATION_COMPLETED,40,10,0
24145,25651011REUM00097,30000.0,29997.61,36,M,2001-06-16,อื่นๆ,38000.0,MC,HONDA,WAVE 110 I,2016,CM,40000,S1,2022-10-11,S1,PL,APPLICATION_COMPLETED,22,7,0
24214,25651011REUM00028,26400.0,25507.07,30,F,1986-08-03,STREET VENDOR,12000.0,MC,YAMAHA,GRAND FILANO 125,2016,CI,35000,S2,2023-01-09,S1,PL,APPLICATION_COMPLETED,37,7,0
24216,25651011REUM00050,24000.0,23071.65,36,F,1971-03-11,STREET VENDOR,15000.0,MC,YAMAHA,FINN 115I,2019,AK,32000,S1,2022-10-12,S1,PL,APPLICATION_COMPLETED,52,4,0
24478,25651012REUM00067,39000.0,39000.0,36,M,1990-10-18,พนักงานบริษัท,18000.0,MC,HONDA,PCX 150,2016,CF,56000,S2,2022-12-13,S1,PL,APPLICATION_COMPLETED,33,7,0
24520,25651012ULMB00193,26000.0,22787.63,18,M,1995-05-02,พนักงานบริษัท,20000.0,MC,HONDA,WAVE 125 I,2018,DC,34900,S1,2022-10-12,S1,PL,APPLICATION_COMPLETED,28,5,0
24561,25651012ULMB00191,15500.0,14351.55,24,M,1972-04-20,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2011,AI,21000,S1,2023-01-10,S2,PL,APPLICATION_COMPLETED,51,12,0
24595,25651012ULMB00227,12800.0,12367.8,24,M,1990-08-16,เกษตรกร,19000.0,MC,HONDA,CLICK 110I,2008,AU,17000,S1,2022-10-12,S1,PL,APPLICATION_COMPLETED,33,15,0
24699,25651015REUM00014,18400.0,18389.78,18,F,1989-02-19,พนักงานบริษัท,19000.0,MC,HONDA,SCOOPY I,2016,BO,24500,S1,2022-10-15,S1,PL,APPLICATION_COMPLETED,34,7,0
24706,25651015ULMB00067,27000.0,26690.87,24,F,1999-05-23,STREET VENDOR,8000.0,MC,HONDA,WAVE 110 I,2018,DG,42000,S2,2023-01-06,S1,PL,APPLICATION_COMPLETED,24,5,0
24742,25651015ULMB00086,26000.0,26000.0,36,F,1991-02-04,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2013,BW,35000,S1,2022-10-15,S1,PL,APPLICATION_COMPLETED,32,10,0
24758,25651015ULMB00090,25000.0,24642.41,24,F,1976-03-16,STREET VENDOR,15000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-10-15,S1,PL,APPLICATION_COMPLETED,47,7,0
24826,25651015REUM00034,30000.0,29134.73,18,M,1998-03-18,STREET VENDOR,30000.0,MC,YAMAHA,QBIX 125 ABS,2019,BP,40000,S1,2022-10-15,S1,PL,APPLICATION_COMPLETED,25,4,0
24850,25651015ULMB00133,28500.0,28500.0,36,F,1985-02-12,อื่นๆ,10000.0,MC,HONDA,WAVE 110 I,2015,CL,38000,S1,2022-10-15,S1,PL,APPLICATION_COMPLETED,38,8,0
24921,25651016ULMB00044,20000.0,19198.56,36,F,1984-05-28,พนักงานบริษัท,12000.0,MC,HONDA,WAVE 125 I,2019,DR,38900,S1,2022-10-16,S1,PL,APPLICATION_COMPLETED,39,4,0
24947,25651016ULMB00064,22500.0,21655.95,24,F,1995-07-06,พนักงานบริษัท,20000.0,MC,HONDA,ZOOMER X 110I,2016,CA,30000,S1,2022-10-16,S1,PL,APPLICATION_COMPLETED,28,7,0
24959,25651016REUC00029,167600.0,166529.7,60,F,1982-08-05,เกษตรกร,24000.0,CAR,TOYOTA,VIOS,2011,BD,223500,S2,2022-12-25,S1,PL,APPLICATION_COMPLETED,41,12,0
24999,25651012REUM00083,29000.0,28930.34,36,F,1994-04-09,อื่นๆ,12000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-10-17,S1,PL,APPLICATION_COMPLETED,29,7,0
25048,25651017REUM00004,27000.0,26916.73,36,M,1997-03-22,พนักงานบริษัท,10000.0,MC,HONDA,WAVE 110 I,2014,CI,36000,S1,2022-10-17,S1,PL,APPLICATION_COMPLETED,26,9,0
25111,25651017REUM00041,29000.0,29000.0,36,F,1968-08-25,STREET VENDOR,10000.0,MC,HONDA,WAVE 110 I,2016,CK,39000,S1,2022-10-17,S1,PL,APPLICATION_COMPLETED,55,7,0
25117,25651017ULCR00028,140000.0,140000.0,60,M,1986-04-26,อื่นๆ,15000.0,PU,MITSUBISHI,TRITON,2011,BF,258000,S2,2022-12-22,S1,PL,APPLICATION_COMPLETED,37,12,0
25134,25651017ULMB00057,31000.0,31000.0,36,M,1986-12-12,STREET VENDOR,30000.0,MC,HONDA,DREAM 110,2014,CA,42000,S1,2022-10-17,S1,PL,APPLICATION_COMPLETED,37,9,0
25201,25651017REUM00021,16000.0,16000.0,36,F,1998-12-08,เกษตรกร,12000.0,MC,HONDA,WAVE 100,2008,BD,22000,S1,2022-10-17,S1,PL,APPLICATION_COMPLETED,25,15,0
25279,25651017ULCR00094,103000.0,103000.0,60,M,1971-12-17,STREET VENDOR,15000.0,CAR,MITSUBISHI,LANCER,2010,AN,175000,S2,2022-12-22,S1,PL,APPLICATION_COMPLETED,52,13,0
25300,25651017REUM00092,14200.0,14200.0,24,F,1983-06-08,พนักงานบริษัท,7000.0,MC,HONDA,AIR-BLADE,2007,AT,19000,S1,2022-10-17,S1,PL,APPLICATION_COMPLETED,40,16,0
25369,25651017ULCR00204,20000.0,19019.94,18,F,1988-03-28,พนักงานบริษัท,9000.0,CAR,TOYOTA,COROLLA,2000,AT,95000,S1,2022-10-17,S1,PL,APPLICATION_COMPLETED,35,23,0
25394,25651017REUM00148,13900.0,13900.0,18,M,1977-04-09,อื่นๆ,12000.0,MC,HONDA,CLICK 110I,2011,AC,18500,S1,2022-10-17,S1,PL,APPLICATION_COMPLETED,46,12,0
25432,25651017REUM00156,23000.0,22613.96,24,F,1974-02-28,เกษตรกร,12000.0,MC,HONDA,WAVE 110 I,2010,AP,31000,S1,2022-10-17,S1,PL,APPLICATION_COMPLETED,49,13,0
